name,category,year,address,lon,lat
First Presbyterian Church,Restaurant,2013,"333 W Colfax Ave, South Bend, In 46601",-86.2554595,41.6779743
South Bend Christ Temple Cogic,Restaurant,2013,"1212 S Michigan St, South Bend, In 46601",-86.2496997,41.66181419999999
Neighborhood Lawnmower Service,Second Hand Dealers,2013,"244 S Olive St, South Bend, In 46601",-86.2823512,41.6737904
"Downtown South Bend, Inc",Transient Merchant,2013,"217 S Michigan St, South Bend, In 46601",-86.25057939999999,41.67427720000001
Michiana Vesuvios,Restaurant,2013,"117 E Wayne St, South Bend, In 46601",-86.24994459999999,41.6738677
League Of Women Voters,Charitable Solicitations,2013,"702 E South St, South Bend, In 46601",-86.2419488,41.6693103
"Midas / Cosmic Holdings, Llc",Automotive Repair & Svc,2013,"525 S Michigan St, South Bend, In 46601",-86.25069839999999,41.6700426
"Spin Techs Inc, Dba Valet Laun",Self Service Laundry,2013,"234 Chapin St, South Bend, In 46601",-86.26121189999999,41.6736118
Memorial Hospital - Centennial,Public Parking Facility,2013,"621 Memorial Dr, South Bend, In 46601",-86.2532148,41.6837976
Memorial Hospital - Navarre,Public Parking Facility,2013,"100 W Navarre St, South Bend, In 46601",-86.2510716,41.682686
Kroc Corp. Community Center,Restaurant,2013,"900 W Western Ave, South Bend, In 46601",-86.2622829,41.6716634
Magnuson Grand Hotel,Hotel/Motel,2013,"213 W Washington St, South Bend, In 46601",-86.2525605,41.6764905
Cafe Navarre,Restaurant,2013,"101 N Michigan St, South Bend, In 46601",-86.25069839999999,41.6765752
South Bend Chocolate Co,Restaurant,2013,"615 N Michigan St, South Bend, In 46601",-86.2519755,41.68369089999999
Precision Transmission,Automotive Repair & Svc,2013,"902 S Michigan St, South Bend, In 46601",-86.2495478,41.6649108
"Mason's Htg, A/C & Appliance",Second Hand Dealers,2013,"118 E Sample St, South Bend, In 46601",-86.2490716,41.664973
Oliver Inn,Hotel/Motel,2013,"630 W Washington St, South Bend, In 46601",-86.2585936,41.6759376
"Zolman Tire, Inc",Automotive Repair & Svc,2013,"406 E Monroe St, South Bend, In 46601",-86.2453695,41.6706116
"Red's Worldwide, Llc",Precious Metal Dealers,2013,"1072 Lincoln Way E, South Bend, In 46601",-86.2362538,41.66319379999999
"Red's Worldwide, Llc",Second Hand Dealers,2013,"1072 Lincoln Way E, South Bend, In 46601",-86.2362538,41.66319379999999
Indoor Garage Sale,Second Hand Dealers,2013,"1201 W Western Ave, South Bend, In 46601",-86.2683122,41.672481
"Mc Investments, Llc",Public Parking Facility,2013,"117 S William St, South Bend, In 46601",-86.2564009,41.6755304
Massage By Angie,Massage,2013,"108 N Main St, South Bend, In 46601",-86.2516507,41.67660619999999
Tippecanoe Place Restaurant,Restaurant,2013,"620 W Washington St, South Bend, In 46601",-86.2578399,41.6757187
"Mc Investments, Llc",Public Parking Facility,2013,"322 S Lafayette Blvd, South Bend, In 46601",-86.2530575,41.6728642
Indiana Auto Parts,Automotive Repair & Svc,2013,"3300 S Main St, South Bend, In 46601",-86.25143899999999,41.640639
Indiana Auto Parts,Scrap Metal /Junk Dealers,2013,"3300 S Main St, South Bend, In 46601",-86.25143899999999,41.640639
Saint Patrick Catholic Church,Restaurant,2013,"308 S Scott St, South Bend, In 46601",-86.2584746,41.6732508
Saint Hedwig Memorial Center,Restaurant,2013,"331 S Scott St, South Bend, In 46601",-86.25920169999999,41.6728667
East Bank Emporium,Restaurant,2013,"121 S Niles Ave, South Bend, In 46601",-86.2445084,41.6754404
South Bend Scottish Rite,Restaurant,2013,"427 N Main St, South Bend, In 46601",-86.2526029,41.6813029
Gates Downtown Service,Automotive Repair & Svc,2013,"410 W Wayne St, South Bend, In 46601",-86.2553915,41.6730795
The View Tavern,Restaurant,2013,"515 E Jefferson Blvd, South Bend, In 46601",-86.24349649999999,41.6752713
"Mc Investments, Llc",Public Parking Facility,2013,"123 N Main St, South Bend, In 46601",-86.25235479999999,41.6771629
7-Eleven,Restaurant,2013,"333 S Logan St, South Bend, In 46601",-86.1968688,41.6732211
Mark Temple Tree Service,Arborist/Tree Service,2013,"202 S Olive St, South Bend, In 46601",-86.2829836,41.6751925
Trio's Restaurant & Jazz Club,Restaurant,2013,"129 N Michigan St, South Bend, In 46601",-86.2508175,41.6773956
"Fiddler's Hearth, Inc",Restaurant,2013,"127 N Main St, South Bend, In 46601",-86.2523252,41.6772891
Jimmy John's,Restaurant,2013,"138 S Michigan St, South Bend, In 46601",-86.2499716,41.6752818
Hedman Ptl Tire,Automotive Repair & Svc,2013,"135 N Lafayette Blvd, South Bend, In 46601",-86.2540203,41.6774212
City Of South Bend/United Way,Open Air Vendors (Public/Private),2013,"227 W Jefferson Blvd, South Bend, In 46601",-86.253079,41.67540839999999
Firestone Complete Auto Care,Automotive Repair & Svc,2013,"4921 W Western Ave, South Bend, In 46601",-86.31719389999999,41.6723819
Lasalle Grill,Restaurant,2012,"115 W Colfax Ave, South Bend, In 46601",-86.2513338,41.6778473
Professional Sports Catering,Restaurant,2013,"501 W South St, South Bend, In 46601",-86.2558959,41.6698617
Dew Drop Inn,Restaurant,2013,"822 S Lafayette Blvd, South Bend, In 46601",-86.2530393,41.6652577
Cushing Manor Bed & Breakfast,Restaurant,2013,"508 W Washington St, South Bend, In 46601",-86.2565307,41.6761039
Episcopal Cathedral Of St Jame,Restaurant,2013,"117 N Lafayette Blvd, South Bend, In 46601",-86.2538527,41.676775
Masterpiece Creations/Bistro,Restaurant,2013,"211 N Michigan St, South Bend, In 46601",-86.250574,41.678226
Mc Cormick's,Restaurant,2013,"125 N Michigan St, South Bend, In 46601",-86.2507921,41.6772426
Dismas House Of South Bend,Restaurant,2013,"521 S Saint Joseph St, South Bend, In 46601",-86.2489923,41.6701037
Innisfree Bed & Breakfast,Restaurant,2013,"702 W Colfax Ave, South Bend, In 46601",-86.2596052,41.6774285
The Vine,Restaurant,2013,"103 W Colfax Ave, South Bend, In 46601",-86.25070149999999,41.6778415
Masterpiece Creations/Palais,Restaurant,2013,"105 W Colfax Ave, South Bend, In 46601",-86.2509051,41.6781414
Navarre At The Woodward,Restaurant,2013,"111 Woodward Ct, South Bend, In 46601",-86.2513738,41.6766703
Temple Beth-El,Restaurant,2013,"305 W Madison St, South Bend, In 46601",-86.2541899,41.6810434
Arby's Roast Beef ,Restaurant,2012,"209 W Sample St, South Bend, In 46601",-86.25235099999999,41.665737
Victory Bar Inc,Restaurant,2013,"907 S Michigan St, South Bend, In 46601",-86.2503175,41.6648649
Taco Bell / Pizza Hut ,Restaurant,2013,"221 W Lasalle Ave, South Bend, In 46601",-86.2532179,41.6792817
Oliver Inn,Restaurant,2013,"630 W Washington St, South Bend, In 46601",-86.2585936,41.6759376
Saint Joseph County Jail,Restaurant,2013,"401 W Sample St, South Bend, In 46601",-86.25442799999999,41.6663529
Volcano Restaurant,Restaurant,2012,"3700 Lincoln Way W, South Bend, In 46601",-86.30094489999999,41.6928562
Madison Primary School,Restaurant,2012,"832 N Lafayette Blvd, South Bend, In 46601",-86.2528036,41.6858942
Lasalle Intermediate Academy,Restaurant,2012,"2701 Elwood Ave, South Bend, In 46601",-86.2874265,41.69479250000001
Mc Donald's,Restaurant,2012,"416 N Michigan St, South Bend, In 46601",-86.2500239,41.68094680000001
Mc Donald's,Restaurant,2012,"5021 W Western Ave, South Bend, In 46601",-86.3185412,41.6725805
"Summit Club Of S.b., Inc.",Restaurant,2012,"211 W Washington St, South Bend, In 46601",-86.25245699999999,41.6766688
Saint Joseph County Juvenile J,Restaurant,2012,"1000 S Michigan St, South Bend, In 46601",-86.2478416,41.6638829
Siam Thai Restaurant,Restaurant,2012,"211 N Main St, South Bend, In 46601",-86.2522657,41.6782009
Jersey Mike's Subs,Restaurant,2012,"111 S Saint Joseph St, South Bend, In 46601",-86.24927,41.6760621
Vickie's,Restaurant,2012,"112 W Monroe St, South Bend, In 46601",-86.25097799999999,41.6707903
East Race Concession Trailer,Restaurant,2012,"121 S Niles Ave, South Bend, In 46601",-86.2445084,41.6754404
Mindy's Downtown Grill,Restaurant,2012,"120 W Lasalle Ave, South Bend, In 46601",-86.2513705,41.6789232
"Subway Of South Bend V, Inc",Restaurant,2012,"113 W Washington St, South Bend, In 46601",-86.2510716,41.6764964
Bendix Family Restaurant,Restaurant,2012,"4920 W Western Ave, South Bend, In 46601",-86.3174317,41.6714562
Peggs,Restaurant,2012,"127 S Michigan St, South Bend, In 46601",-86.2506844,41.6754615
"Corby's Lounge, Inc",Restaurant,2012,"441 E Lasalle Ave, South Bend, In 46601",-86.244548,41.679311
Hope Ministries,Restaurant,2012,"432 S Lafayette Blvd, South Bend, In 46601",-86.25288060000001,41.6712413
Burger King ,Restaurant,2016,"121 W Lasalle Ave, South Bend, In 46601",-86.251611,41.6794432
South Bend Chocolate Co.,Restaurant,2016,"122 S Michigan St, South Bend, In 46601",-86.2498652,41.67557600000001
Cinco 5,Restaurant,2016,"112 W Colfax Ave, South Bend, In 46601",-86.25105549999999,41.6775589
South Bend Auto Sales And Serv,Automotive Repair & Svc,2016,"1902 S Michigan St, South Bend, In 46601",-86.24925019999999,41.6541468
Leeper Park Tennis Center,Restaurant,2016,"837 N Lafayette Blvd, South Bend, In 46601",-86.25474539999999,41.686271
One Stop ,Restaurant,2016,"209 W Sample St, South Bend, In 46601",-86.25235099999999,41.665737
Episcopal Cathedral Of St Jame,Public Parking Facility,2016,"117 N Lafayette Blvd, South Bend, In 46601",-86.2538527,41.676775
Bicycle Tattooing Llc,Tattoo And Piercing,2016,"117 N Main St, South Bend, In 46601",-86.25235839999999,41.6769892
Leeds West Indiana,Automotive Repair & Svc,2016,"525 S Michigan St, South Bend, In 46601",-86.25069839999999,41.6700426
Avanti Museum Group Llc,Hotel/Motel,2016,"818 Thomas St, South Bend, In 46601",-86.2624813,41.6741196
City Of South Bend/United Way,Charitable Solicitations,2016,"227 W Jefferson Blvd, South Bend, In 46601",-86.253079,41.67540839999999
Roy Saenz  -  Primerica,Peddler & Canvasser,2016,"113 W Monroe St, South Bend, In 46601",-86.250936,41.671183
South Bend Brew Werks,Restaurant,2016,"216 S Michigan St, South Bend, In 46601",-86.2500659,41.6744361
Saint Margaret's House,Restaurant,2016,"117 N Lafayette Blvd, South Bend, In 46601",-86.2538527,41.676775
The Salvation Army,Donation Boxes And Containers,2016,"510 S Main St, South Bend, In 46601",-86.25137269999999,41.6704146
Flamingo Inc.,Restaurant,2016,"425 S Main St, South Bend, In 46601",-86.252521,41.6714773
Y.w.c.a. Of St Joseph Co,Restaurant,2016,"1102 Fellows St, South Bend, In 46601",-86.24311949999999,41.6634568
Mejorando Tu Figura,Restaurant,2016,"1110 W Western Ave, South Bend, In 46601",-86.2664281,41.67189500000001
Hope Ministries,Restaurant,2016,"432 S Lafayette Blvd, South Bend, In 46601",-86.25288060000001,41.6712413
Fifth Third Bank,Alarm Agent,2016,"301 N Main St, South Bend, In 46601",-86.2526029,41.6792811
Pauls Auto Yard,Scrap Metal /Junk Dealers,2016,"3300 S Main St, South Bend, In 46601",-86.25143899999999,41.640639
Crooked Ewe Brewery & Ale Hous,Restaurant,2016,"1047 Lincoln Way E, South Bend, In 46601",-86.235976,41.66439039999999
South Bend Cubs Booster Club,Charitable Solicitations,2016,"501 W South St, South Bend, In 46601",-86.2558959,41.6698617
League Of Women Voters,Charitable Solicitations,2016,"702 E South St, South Bend, In 46601",-86.2419488,41.6693103
Muffler Man,Automotive Repair & Svc,2016,"2302 S Michigan St, South Bend, In 46601",-86.24921049999999,41.65029450000001
Bruno's Pizza Dtsb,Restaurant,2016,"131 S Michigan St, South Bend, In 46601",-86.2505784,41.6751531
St Joseph Co Sheriff Posse,Charitable Solicitations,2016,"401 W Sample St, South Bend, In 46601",-86.25442799999999,41.6663529
The Exchange,Restaurant,2016,"112 W Jefferson Blvd, South Bend, In 46601",-86.25105549999999,41.6746816
Miami Stop And Go,Restaurant,2016,"1914 Miami St, South Bend, In 46601",-86.2347357,41.6539943
7-Eleven,Restaurant,2016,"333 S Logan St, South Bend, In 46601",-86.1968688,41.6732211
Madison Oyster Bar,Restaurant,2016,"129 N Main St, South Bend, In 46601",-86.25234499999999,41.677387
Cj's Pub,Restaurant,2016,"236 S Michigan St, South Bend, In 46601",-86.24994459999999,41.6738677
Hope Ministries,Charitable Solicitations,2016,"432 S Lafayette Blvd, South Bend, In 46601",-86.25288060000001,41.6712413
"Spin Techs Inc, Dba Valet Laun",Self Service Laundry,2016,"234 Chapin St, South Bend, In 46601",-86.26121189999999,41.6736118
R.k. City Food Mart,Restaurant,2016,"301 N Lafayette Blvd, South Bend, In 46601",-86.2539884,41.679270699999996
Memorial Hospital - Centennial,Public Parking Facility,2016,"621 Memorial Dr, South Bend, In 46601",-86.2532148,41.6837976
Aids Assist Of North Indiana,Charitable Solicitations,2016,"201 S William St, South Bend, In 46601",-86.2564117,41.6745836
First Presbyterian Church,Restaurant,2016,"333 W Colfax Ave, South Bend, In 46601",-86.2554595,41.6779743
Rozell Royal Ribs,Restaurant,2016,"313 Chapin St, South Bend, In 46601",-86.26158869999999,41.6728658
The Blarney Stone,Restaurant,2016,"113 E Wayne St, South Bend, In 46601",-86.2496271,41.6739352
Miami Auto Glass,Automotive Repair & Svc,2016,"918 S Michigan St, South Bend, In 46601",-86.24956759999999,41.6645808
Mark Temple Tree Service,Arborist/Tree Service,2016,"202 S Olive St, South Bend, In 46601",-86.2829836,41.6751925
Memorial Hospital - Navarre,Public Parking Facility,2016,"100 W Navarre St, South Bend, In 46601",-86.2510716,41.682686
Precision Transmission,Automotive Repair & Svc,2016,"902 S Michigan St, South Bend, In 46601",-86.2495478,41.6649108
Idle Hours Bookshop,Second Hand Dealers,2016,"212 S Michigan St, South Bend, In 46601",-86.2501302,41.6746236
Kroc Corp. Community Center,Restaurant,2016,"900 W Western Ave, South Bend, In 46601",-86.2622829,41.6716634
"Fiddler's Hearth, Inc",Restaurant,2016,"127 N Main St, South Bend, In 46601",-86.2523252,41.6772891
Jimmy John's,Restaurant,2016,"138 S Michigan St, South Bend, In 46601",-86.2499716,41.6752818
South Bend Chocolate Co,Restaurant,2016,"615 N Michigan St, South Bend, In 46601",-86.2519755,41.68369089999999
4tron Enterprise Inc.,Second Hand Dealers,2016,"301 S Lafayette Blvd, South Bend, In 46601",-86.2539122,41.6734525
Woochi Japanese Fusion & Bar,Restaurant,2016,"123 W Washington St, South Bend, In 46601",-86.25135519999999,41.67665849999999
"Smg F&B, Llc  (Dba Savor) @ Ce",Restaurant,2016,"120 S Saint Joseph St, South Bend, In 46601",-86.24801409999999,41.675853
David E Martin,Tattoo And Piercing,2016,"110 N William St, South Bend, In 46601",-86.2557769,41.6768959
Cambodian Thai Restaurant,Restaurant,2016,"235 S Michigan St, South Bend, In 46601",-86.25078669999999,41.673836
Edible Arrangements,Restaurant,2016,"123 S Michigan St, South Bend, In 46601",-86.2505549,41.6755317
Cafe Navarre,Restaurant,2016,"101 N Michigan St, South Bend, In 46601",-86.25069839999999,41.6765752
"Mason's Htg, A/C & Appliance",Second Hand Dealers,2016,"118 E Sample St, South Bend, In 46601",-86.2490716,41.664973
Oliver Inn,Hotel/Motel,2016,"630 W Washington St, South Bend, In 46601",-86.2585936,41.6759376
"Zolman Tire, Inc",Automotive Repair & Svc,2016,"406 E Monroe St, South Bend, In 46601",-86.2453695,41.6706116
"Red's Worldwide, Llc",Precious Metal Dealers,2016,"1072 Lincoln Way E, South Bend, In 46601",-86.2362538,41.66319379999999
"Red's Worldwide, Llc",Second Hand Dealers,2016,"1072 Lincoln Way E, South Bend, In 46601",-86.2362538,41.66319379999999
Indoor Garage Sale,Second Hand Dealers,2016,"1201 W Western Ave, South Bend, In 46601",-86.2683122,41.672481
Hedman Ptl Tire,Automotive Repair & Svc,2016,"135 N Lafayette Blvd, South Bend, In 46601",-86.2540203,41.6774212
Firestone Complete Auto Care,Automotive Repair & Svc,2016,"4921 W Western Ave, South Bend, In 46601",-86.31719389999999,41.6723819
Professional Sports Catering,Restaurant,2016,"501 W South St, South Bend, In 46601",-86.2558959,41.6698617
South Bend Christ Temple Cogic,Restaurant,2016,"1212 S Michigan St, South Bend, In 46601",-86.2496997,41.66181419999999
Michiana Vesuvios,Restaurant,2016,"117 E Wayne St, South Bend, In 46601",-86.24994459999999,41.6738677
Chicory Cafe,Restaurant,2016,"105 E Jefferson Blvd, South Bend, In 46601",-86.2498234,41.6751684
Tippecanoe Place Restaurant,Restaurant,2016,"620 W Washington St, South Bend, In 46601",-86.2578399,41.6757187
"Mc Investments, Llc",Public Parking Facility,2016,"322 S Lafayette Blvd, South Bend, In 46601",-86.2530575,41.6728642
Saint Patrick Catholic Church,Restaurant,2016,"308 S Scott St, South Bend, In 46601",-86.2584746,41.6732508
Saint Hedwig Memorial Center,Restaurant,2016,"331 S Scott St, South Bend, In 46601",-86.25920169999999,41.6728667
East Bank Emporium,Restaurant,2016,"121 S Niles Ave, South Bend, In 46601",-86.2445084,41.6754404
South Bend Scottish Rite,Restaurant,2016,"427 N Main St, South Bend, In 46601",-86.2526029,41.6813029
Long John Silver's ,Restaurant,2015,"4949 W Western Ave, South Bend, In 46601",-86.3175902,41.6724723
"Dainty Maid Bake Shop, Inc",Restaurant,2015,"231 S Michigan St, South Bend, In 46601",-86.2506786,41.6739111
Madison Primary School,Restaurant,2015,"832 N Lafayette Blvd, South Bend, In 46601",-86.2528036,41.6858942
Lasalle Intermediate Academy,Restaurant,2015,"2701 Elwood Ave, South Bend, In 46601",-86.2874265,41.69479250000001
Club Fever,Restaurant,2015,"222 S Michigan St, South Bend, In 46601",-86.24990489999999,41.6742164
Hope Ministries,Restaurant,2015,"432 S Lafayette Blvd, South Bend, In 46601",-86.25288060000001,41.6712413
"Subway Of South Bend V, Inc",Restaurant,2015,"113 W Washington St, South Bend, In 46601",-86.2510716,41.6764964
Dew Drop Inn,Restaurant,2016,"822 S Lafayette Blvd, South Bend, In 46601",-86.2530393,41.6652577
"Mc Investments, Llc",Public Parking Facility,2016,"117 S William St, South Bend, In 46601",-86.2564009,41.6755304
"Mc Investments, Llc",Public Parking Facility,2016,"123 N Main St, South Bend, In 46601",-86.25235479999999,41.6771629
Episcopal Cathedral Of St Jame,Restaurant,2016,"117 N Lafayette Blvd, South Bend, In 46601",-86.2538527,41.676775
Mc Cormick's,Restaurant,2016,"125 N Michigan St, South Bend, In 46601",-86.2507921,41.6772426
Dismas House Of South Bend,Restaurant,2016,"521 S Saint Joseph St, South Bend, In 46601",-86.2489923,41.6701037
Navarre At The Woodward,Restaurant,2016,"111 Woodward Ct, South Bend, In 46601",-86.2513738,41.6766703
Temple Beth-El,Restaurant,2016,"305 W Madison St, South Bend, In 46601",-86.2541899,41.6810434
Army & Navy Union ,Restaurant,2015,"1121 W Western Ave, South Bend, In 46601",-86.2671024,41.67242239999999
Fifth Third Bank,Alarm Agent,2015,"301 N Main St, South Bend, In 46601",-86.2526029,41.6792811
Tapastrie Llc,Restaurant,2015,"103 W Colfax Ave, South Bend, In 46601",-86.25070149999999,41.6778415
The View Tavern,Restaurant,2016,"515 E Jefferson Blvd, South Bend, In 46601",-86.24349649999999,41.6752713
Victory Bar Inc,Restaurant,2016,"907 S Michigan St, South Bend, In 46601",-86.2503175,41.6648649
Taco Bell / Pizza Hut ,Restaurant,2016,"221 W Lasalle Ave, South Bend, In 46601",-86.2532179,41.6792817
Oliver Inn,Restaurant,2016,"630 W Washington St, South Bend, In 46601",-86.2585936,41.6759376
Saint Joseph County Jail,Restaurant,2016,"401 W Sample St, South Bend, In 46601",-86.25442799999999,41.6663529
Volcano Restaurant,Restaurant,2015,"3700 Lincoln Way W, South Bend, In 46601",-86.30094489999999,41.6928562
Arby's Roast Beef ,Restaurant,2015,"209 W Sample St, South Bend, In 46601",-86.25235099999999,41.665737
Saint Joseph County Juvenile J,Restaurant,2015,"1000 S Michigan St, South Bend, In 46601",-86.2478416,41.6638829
Vickie's,Restaurant,2015,"112 W Monroe St, South Bend, In 46601",-86.25097799999999,41.6707903
Mejorando Tu Figura,Restaurant,2015,"1110 W Western Ave, South Bend, In 46601",-86.2664281,41.67189500000001
Julio's Pizza,Restaurant,2015,"2509 S Michigan St, South Bend, In 46601",-86.2499644,41.6484517
Lasalle Grill,Restaurant,2015,"115 W Colfax Ave, South Bend, In 46601",-86.2513338,41.6778473
Bendix Family Restaurant,Restaurant,2015,"4920 W Western Ave, South Bend, In 46601",-86.3174317,41.6714562
Peggs,Restaurant,2015,"127 S Michigan St, South Bend, In 46601",-86.2506844,41.6754615
"Corby's Lounge, Inc",Restaurant,2015,"441 E Lasalle Ave, South Bend, In 46601",-86.244548,41.679311
Muffler Man,Automotive Repair & Svc,2010,"2302 S Michigan St, South Bend, In 46601",-86.24921049999999,41.65029450000001
"Downtown South Bend, Inc",Transient Merchant,2010,"217 S Michigan St, South Bend, In 46601",-86.25057939999999,41.67427720000001
"Centerplate / V.s.a., Inc",Restaurant,2010,"120 S Saint Joseph St, South Bend, In 46601",-86.24801409999999,41.675853
Cushing Manor Bed & Breakfast,Hotel/Motel,2010,"508 W Washington St, South Bend, In 46601",-86.2565307,41.6761039
Long John Silver's ,Restaurant,2010,"4949 W Western Ave, South Bend, In 46601",-86.3175902,41.6724723
"Dainty Maid Bake Shop, Inc",Restaurant,2010,"231 S Michigan St, South Bend, In 46601",-86.2506786,41.6739111
"Hamilton Body Shop, Inc",Automotive Repair & Svc,2010,"910 S Lafayette Blvd, South Bend, In 46601",-86.2528718,41.6648502
Siam Thai Restaurant,Restaurant,2010,"211 N Main St, South Bend, In 46601",-86.2522657,41.6782009
"Hamilton Body Shop, Inc",Vehicle Removal,2010,"910 S Lafayette Blvd, South Bend, In 46601",-86.2528718,41.6648502
Allie's American Grill,Restaurant,2010,"123 N Dr Martin Luther King Jr, South Bend, In 46601",-86.2495117,41.6768936
Club Fever,Restaurant,2010,"222 S Michigan St, South Bend, In 46601",-86.24990489999999,41.6742164
Army & Navy Union ,Restaurant,2010,"1121 W Western Ave, South Bend, In 46601",-86.2671024,41.67242239999999
Julio's Pizza,Restaurant,2010,"2509 S Michigan St, South Bend, In 46601",-86.2499644,41.6484517
Innisfree Bed & Breakfast,Hotel/Motel,2010,"702 W Colfax Ave, South Bend, In 46601",-86.2596052,41.6774285
Instant Lube ,Automotive Repair & Svc,2010,"5121 W Western Ave, South Bend, In 46601",-86.3197893,41.6724454
Jersey Mike's Subs,Restaurant,2010,"111 S Saint Joseph St, South Bend, In 46601",-86.24927,41.6760621
Babcock Services,Automotive Repair & Svc,2010,"101 N Lafayette Blvd, South Bend, In 46601",-86.25399159999999,41.6766435
Madison Oyster Bar,Restaurant,2010,"129 N Main St, South Bend, In 46601",-86.25234499999999,41.677387
Miami Auto Glass,Automotive Repair & Svc,2010,"918 S Michigan St, South Bend, In 46601",-86.24956759999999,41.6645808
Idle Hours Bookshop,Second Hand Dealers,2010,"212 S Michigan St, South Bend, In 46601",-86.2501302,41.6746236
Midas / Ble Automotive,Automotive Repair & Svc,2010,"525 S Michigan St, South Bend, In 46601",-86.25069839999999,41.6700426
Pedro's Family Restaurant,Restaurant,2010,"110 N Main St, South Bend, In 46601",-86.2518042,41.6767774
S.b. Gold & Silver Exchange -,Precious Metal Dealers,2010,"106 N Main St, South Bend, In 46601",-86.2517924,41.6767042
English Rose Bed & Breakfast,Hotel/Motel,2010,"116 S Taylor St, South Bend, In 46601",-86.25690759999999,41.6757079
English Rose Bed & Breakfast,Restaurant,2010,"116 S Taylor St, South Bend, In 46601",-86.25690759999999,41.6757079
Vickie's,Restaurant,2010,"112 W Monroe St, South Bend, In 46601",-86.25097799999999,41.6707903
South Bend/Elkhart Audubon Soc,Charitable Solicitations,2010,"401 Park Ave, South Bend, In 46601",-86.25555179999999,41.6833075
East Race Concession Trailer,Restaurant,2010,"121 S Niles Ave, South Bend, In 46601",-86.2445084,41.6754404
Mindy's Downtown Grill,Restaurant,2010,"120 W Lasalle Ave, South Bend, In 46601",-86.2513705,41.6789232
"Subway Of South Bend V, Inc",Restaurant,2010,"113 W Washington St, South Bend, In 46601",-86.2510716,41.6764964
"Jenks, Dennis L",Taxi Services,2010,"333 N Main St, South Bend, In 46601",-86.2526029,41.6800587
Aids Assist Of North Indiana,Charitable Solicitations,2010,"201 S William St, South Bend, In 46601",-86.2564117,41.6745836
"Brinkley, Gary",Taxi Services,2010,"1226 Mccartney St, South Bend, In 46601",-86.2686096,41.69513690000001
"Williams, Ronnie",Taxi Services,2010,"432 S Lafayette Blvd, South Bend, In 46601",-86.25288060000001,41.6712413
"Tugara, Paul M",Taxi Services,2010,"502 Wenger St, South Bend, In 46601",-86.2444088,41.6625307
"Hansford, James A",Taxi Services,2010,"1051 Laurel Ct, South Bend, In 46601",-86.264574,41.6716428
R.k. City Food Mart,Restaurant,2010,"301 N Lafayette Blvd, South Bend, In 46601",-86.2539884,41.679270699999996
Cj's Pub,Restaurant,2010,"236 S Michigan St, South Bend, In 46601",-86.24994459999999,41.6738677
Main Street Coffee House Inc,Restaurant,2010,"102 N Main St, South Bend, In 46601",-86.2516177,41.6765846
Belin's Bbq,Open Air Vendors (Public/Private),2010,"244 S Olive St, South Bend, In 46601",-86.2823512,41.6737904
First Presbyterian Church,Restaurant,2010,"333 W Colfax Ave, South Bend, In 46601",-86.2554595,41.6779743
Bill's Appliances,Second Hand Dealers,2010,"113 W Monroe St, South Bend, In 46601",-86.250936,41.671183
Third Buffet,Restaurant,2010,"112 W Colfax Ave, South Bend, In 46601",-86.25105549999999,41.6775589
Sangrias Wine Bar,Restaurant,2010,"123 N Michigan St, South Bend, In 46601",-86.250658,41.6771982
Lookin Good Boutique &,Second Hand Dealers,2010,"214 S Michigan St, South Bend, In 46601",-86.2501265,41.6745002
Jimmy John's,Restaurant,2010,"138 S Michigan St, South Bend, In 46601",-86.2499716,41.6752818
Saint Hedwig Memorial Center,Restaurant,2010,"331 S Scott St, South Bend, In 46601",-86.25920169999999,41.6728667
Rozell Royal Ribs,Restaurant,2010,"313 Chapin St, South Bend, In 46601",-86.26158869999999,41.6728658
The Blarney Stone,Restaurant,2010,"113 E Wayne St, South Bend, In 46601",-86.2496271,41.6739352
South Bend Vesuvios,Restaurant,2010,"230 S Michigan St, South Bend, In 46601",-86.24994459999999,41.67402329999999
Barnes Laundry Mat,Self Service Laundry,2010,"234 Chapin St, South Bend, In 46601",-86.26121189999999,41.6736118
Liberty Discount Outlet,Second Hand Dealers,2010,"1078 Lincoln Way E, South Bend, In 46601",-86.2353211,41.6629494
The State Cafe & Catering,Restaurant,2010,"117 E Wayne St, South Bend, In 46601",-86.24994459999999,41.6738677
Hope Ministries,Charitable Solicitations,2010,"432 S Lafayette Blvd, South Bend, In 46601",-86.25288060000001,41.6712413
Ugly Mugs Cafe & Culture,Restaurant,2010,"102 N Main St, South Bend, In 46601",-86.2516177,41.6765846
Mark Temple Tree Service,Arborist/Tree Service,2010,"202 S Olive St, South Bend, In 46601",-86.2829836,41.6751925
Vip Womans Soul Food Carry Out,Restaurant,2010,"342 Lincoln Way W, South Bend, In 46601",-86.2559157,41.6794083
East Bank Emporium,Restaurant,2010,"121 S Niles Ave, South Bend, In 46601",-86.2445084,41.6754404
Smokin Addies,Restaurant,2010,"501 Lincoln Way W, South Bend, In 46601",-86.25764149999999,41.6804947
Backstage Grill,Restaurant,2010,"222 S Michigan St, South Bend, In 46601",-86.24990489999999,41.6742164
The Cellar Door,Restaurant,2010,"213 W Washington St, South Bend, In 46601",-86.2525605,41.6764905
Bellini Landscaping & Design,Arborist/Tree Service,2010,"549 Lincoln Way W, South Bend, In 46601",-86.2588638,41.6809857
City Of South Bend/United Way,Open Air Vendors (Public/Private),2010,"227 W Jefferson Blvd, South Bend, In 46601",-86.253079,41.67540839999999
