name,category,year,address,lon,lat
"Mc Investments, Llc",Public Parking Facility,2015,"123 N Main St, South Bend, In 46601",-86.25235479999999,41.6771629
Episcopal Cathedral Of St Jame,Restaurant,2015,"117 N Lafayette Blvd, South Bend, In 46601",-86.2538527,41.676775
Masterpiece Creations/Bistro,Restaurant,2015,"211 N Michigan St, South Bend, In 46601",-86.250574,41.678226
Mc Cormick's,Restaurant,2015,"125 N Michigan St, South Bend, In 46601",-86.2507921,41.6772426
Dismas House Of South Bend,Restaurant,2015,"521 S Saint Joseph St, South Bend, In 46601",-86.2489923,41.6701037
Innisfree Bed & Breakfast,Restaurant,2015,"702 W Colfax Ave, South Bend, In 46601",-86.2596052,41.6774285
Masterpiece Creations/Palais,Restaurant,2015,"105 W Colfax Ave, South Bend, In 46601",-86.2509051,41.6781414
Navarre At The Woodward,Restaurant,2015,"111 Woodward Ct, South Bend, In 46601",-86.2513738,41.6766703
Bruno's Pizza Dtsb,Restaurant,2015,"131 S Michigan St, South Bend, In 46601",-86.2505784,41.6751531
South Bend Parking Co,Public Parking Facility,2015,"119 W Wayne St, South Bend, In 46601",-86.251272,41.673815
First Presbyterian Church,Restaurant,2015,"333 W Colfax Ave, South Bend, In 46601",-86.2554595,41.6779743
St Joseph Co Sheriff Posse,Charitable Solicitations,2015,"401 W Sample St, South Bend, In 46601",-86.25442799999999,41.6663529
Michiana Vesuvios,Restaurant,2015,"117 E Wayne St, South Bend, In 46601",-86.24994459999999,41.6738677
"Spin Techs Inc, Dba Valet Laun",Self Service Laundry,2015,"234 Chapin St, South Bend, In 46601",-86.26121189999999,41.6736118
Memorial Hospital - Centennial,Public Parking Facility,2015,"621 Memorial Dr, South Bend, In 46601",-86.2532148,41.6837976
Memorial Hospital - Navarre,Public Parking Facility,2015,"100 W Navarre St, South Bend, In 46601",-86.2510716,41.682686
Kroc Corp. Community Center,Restaurant,2015,"900 W Western Ave, South Bend, In 46601",-86.2622829,41.6716634
Cafe Navarre,Restaurant,2015,"101 N Michigan St, South Bend, In 46601",-86.25069839999999,41.6765752
South Bend Christ Temple Cogic,Restaurant,2015,"1212 S Michigan St, South Bend, In 46601",-86.2496997,41.66181419999999
Rozell Royal Ribs,Restaurant,2015,"313 Chapin St, South Bend, In 46601",-86.26158869999999,41.6728658
The Blarney Stone,Restaurant,2015,"113 E Wayne St, South Bend, In 46601",-86.2496271,41.6739352
Hope Ministries,Charitable Solicitations,2015,"432 S Lafayette Blvd, South Bend, In 46601",-86.25288060000001,41.6712413
Cj's Pub,Restaurant,2015,"236 S Michigan St, South Bend, In 46601",-86.24994459999999,41.6738677
R.k. City Food Mart,Restaurant,2015,"301 N Lafayette Blvd, South Bend, In 46601",-86.2539884,41.679270699999996
Aids Assist Of North Indiana,Charitable Solicitations,2015,"201 S William St, South Bend, In 46601",-86.2564117,41.6745836
League Of Women Voters,Charitable Solicitations,2015,"702 E South St, South Bend, In 46601",-86.2419488,41.6693103
Muffler Man,Automotive Repair & Svc,2015,"2302 S Michigan St, South Bend, In 46601",-86.24921049999999,41.65029450000001
Massage By Angie,Massage,2015,"108 N Main St, South Bend, In 46601",-86.2516507,41.67660619999999
Tippecanoe Place Restaurant,Restaurant,2015,"620 W Washington St, South Bend, In 46601",-86.2578399,41.6757187
"Mc Investments, Llc",Public Parking Facility,2015,"322 S Lafayette Blvd, South Bend, In 46601",-86.2530575,41.6728642
Saint Patrick Catholic Church,Restaurant,2015,"308 S Scott St, South Bend, In 46601",-86.2584746,41.6732508
Saint Hedwig Memorial Center,Restaurant,2015,"331 S Scott St, South Bend, In 46601",-86.25920169999999,41.6728667
East Bank Emporium,Restaurant,2015,"121 S Niles Ave, South Bend, In 46601",-86.2445084,41.6754404
South Bend Scottish Rite,Restaurant,2015,"427 N Main St, South Bend, In 46601",-86.2526029,41.6813029
7-Eleven,Restaurant,2015,"333 S Logan St, South Bend, In 46601",-86.1968688,41.6732211
Madison Primary School,Restaurant,2014,"832 N Lafayette Blvd, South Bend, In 46601",-86.2528036,41.6858942
Lasalle Intermediate Academy,Restaurant,2014,"2701 Elwood Ave, South Bend, In 46601",-86.2874265,41.69479250000001
Arby's Roast Beef ,Restaurant,2014,"209 W Sample St, South Bend, In 46601",-86.25235099999999,41.665737
Saint Joseph County Juvenile J,Restaurant,2014,"1000 S Michigan St, South Bend, In 46601",-86.2478416,41.6638829
Siam Thai Restaurant,Restaurant,2014,"211 N Main St, South Bend, In 46601",-86.2522657,41.6782009
Vickie's,Restaurant,2014,"112 W Monroe St, South Bend, In 46601",-86.25097799999999,41.6707903
State Theatre,Restaurant,2014,"214 1/2 S Michigan St, South Bend, In 46601",-86.250719,41.6705214
Our Lady Of The Road,Restaurant,2014,"744 S Main St, South Bend, In 46601",-86.25121419999999,41.6667539
"Tugara, Paul M",Taxi Services,2014,"502 Wenger St, South Bend, In 46601",-86.2444088,41.6625307
Boys & Girls Club Of St Joseph,Restaurant,2014,"502 E Sample St, South Bend, In 46601",-86.2433973,41.6645159
Burger King ,Restaurant,2014,"121 W Lasalle Ave, South Bend, In 46601",-86.251611,41.6794432
El Paraiso,Restaurant,2012,"425 S Main St, South Bend, In 46601",-86.252521,41.6714773
Smg F&B Llc (Savor) Center Caf,Restaurant,2012,"120 S Saint Joseph St, South Bend, In 46601",-86.24801409999999,41.675853
"Centerplate / V.s.a., Inc",Restaurant,2012,"120 S Saint Joseph St, South Bend, In 46601",-86.24801409999999,41.675853
Long John Silver's ,Restaurant,2012,"4949 W Western Ave, South Bend, In 46601",-86.3175902,41.6724723
"Dainty Maid Bake Shop, Inc",Restaurant,2012,"231 S Michigan St, South Bend, In 46601",-86.2506786,41.6739111
Allie's American Grill,Restaurant,2012,"123 N Dr Martin Luther King Jr, South Bend, In 46601",-86.2495117,41.6768936
Midas / Ble Automotive,Automotive Repair & Svc,2012,"525 S Michigan St, South Bend, In 46601",-86.25069839999999,41.6700426
"Hamilton Body Shop, Inc",Automotive Repair & Svc,2012,"910 S Lafayette Blvd, South Bend, In 46601",-86.2528718,41.6648502
Burger King ,Restaurant,2012,"121 W Lasalle Ave, South Bend, In 46601",-86.251611,41.6794432
"Hamilton Body Shop, Inc",Vehicle Removal,2012,"910 S Lafayette Blvd, South Bend, In 46601",-86.2528718,41.6648502
Club Fever,Restaurant,2012,"222 S Michigan St, South Bend, In 46601",-86.24990489999999,41.6742164
Army & Navy Union ,Restaurant,2012,"1121 W Western Ave, South Bend, In 46601",-86.2671024,41.67242239999999
Julio's Pizza,Restaurant,2012,"2509 S Michigan St, South Bend, In 46601",-86.2499644,41.6484517
Innisfree Bed & Breakfast,Hotel/Motel,2012,"702 W Colfax Ave, South Bend, In 46601",-86.2596052,41.6774285
"Hansford, James A",Taxi Services,2012,"1051 Laurel Ct, South Bend, In 46601",-86.264574,41.6716428
"Hansford, Carrie S",Taxi Services,2012,"1051 Laurel Ct, South Bend, In 46601",-86.264574,41.6716428
Miami Auto Glass,Automotive Repair & Svc,2012,"918 S Michigan St, South Bend, In 46601",-86.24956759999999,41.6645808
The Downtown Soup Kitchen,Restaurant,2012,"333 N Main St, South Bend, In 46601",-86.2526029,41.6800587
Instant Lube ,Automotive Repair & Svc,2012,"5121 W Western Ave, South Bend, In 46601",-86.3197893,41.6724454
Babcock Services,Automotive Repair & Svc,2012,"101 N Lafayette Blvd, South Bend, In 46601",-86.25399159999999,41.6766435
Garcia's Mexican Family Restau,Restaurant,2012,"110 N Main St, South Bend, In 46601",-86.2518042,41.6767774
The Loft Downtown,Restaurant,2012,"103 E Wayne St, South Bend, In 46601",-86.2502854,41.673679
Miami Stop And Go,Restaurant,2012,"1914 Miami St, South Bend, In 46601",-86.2347357,41.6539943
Madison Oyster Bar,Restaurant,2012,"129 N Main St, South Bend, In 46601",-86.25234499999999,41.677387
South Bend Chocolate Co.,Restaurant,2012,"122 S Michigan St, South Bend, In 46601",-86.2498652,41.67557600000001
Idle Hours Bookshop,Second Hand Dealers,2012,"212 S Michigan St, South Bend, In 46601",-86.2501302,41.6746236
Episcopal Cathedral Of St Jame,Public Parking Facility,2012,"117 N Lafayette Blvd, South Bend, In 46601",-86.2538527,41.676775
Cushing Manor Bed & Breakfast,Hotel/Motel,2012,"508 W Washington St, South Bend, In 46601",-86.2565307,41.6761039
Nick's Food Mart,Restaurant,2012,"1210 Miami St, South Bend, In 46601",-86.2348051,41.662427
Ciao's Lounge,Restaurant,2012,"119 N Michigan St, South Bend, In 46601",-86.25074459999999,41.6771509
South Bend Christ Temple Cogic,Charitable Solicitations,2012,"1212 S Michigan St, South Bend, In 46601",-86.2496997,41.66181419999999
South Bend Christ Temple Cogic,Restaurant,2012,"1212 S Michigan St, South Bend, In 46601",-86.2496997,41.66181419999999
Chris' Dishes,Restaurant,2012,"112 W Colfax Ave, South Bend, In 46601",-86.25105549999999,41.6775589
"Downtown South Bend, Inc",Transient Merchant,2012,"217 S Michigan St, South Bend, In 46601",-86.25057939999999,41.67427720000001
Michiana Vesuvios,Restaurant,2012,"117 E Wayne St, South Bend, In 46601",-86.24994459999999,41.6738677
Agave 53,Restaurant,2012,"119 N Michigan St, South Bend, In 46601",-86.25074459999999,41.6771509
South Bend Parking Co,Public Parking Facility,2012,"119 W Wayne St, South Bend, In 46601",-86.251272,41.673815
"Midas / Cosmic Holdings, Llc",Automotive Repair & Svc,2012,"525 S Michigan St, South Bend, In 46601",-86.25069839999999,41.6700426
Doubletree Gift Shop,Restaurant,2012,"123 N Dr Martin Luther King Jr, South Bend, In 46601",-86.2495117,41.6768936
South Bend Silver Hawks,Charitable Solicitations,2012,"501 W South St, South Bend, In 46601",-86.2558959,41.6698617
"Spin Techs Inc, Dba Valet Laun",Self Service Laundry,2012,"234 Chapin St, South Bend, In 46601",-86.26121189999999,41.6736118
Memorial Hospital - Centennial,Public Parking Facility,2012,"621 Memorial Dr, South Bend, In 46601",-86.2532148,41.6837976
Memorial Hospital - Navarre,Public Parking Facility,2012,"100 W Navarre St, South Bend, In 46601",-86.2510716,41.682686
Kroc Corp. Community Center,Restaurant,2012,"900 W Western Ave, South Bend, In 46601",-86.2622829,41.6716634
Magnuson Grand Hotel,Hotel/Motel,2012,"213 W Washington St, South Bend, In 46601",-86.2525605,41.6764905
Cafe Navarre,Restaurant,2012,"101 N Michigan St, South Bend, In 46601",-86.25069839999999,41.6765752
Subway,Restaurant,2012,"615 N Michigan St, South Bend, In 46601",-86.2519755,41.68369089999999
League Of Women Voters,Charitable Solicitations,2012,"702 E South St, South Bend, In 46601",-86.2419488,41.6693103
Wild Style Wings,Restaurant,2012,"123 W Washington St, South Bend, In 46601",-86.25135519999999,41.67665849999999
Neighborhood Lawnmower Service,Second Hand Dealers,2012,"244 S Olive St, South Bend, In 46601",-86.2823512,41.6737904
Chicory Cafe,Restaurant,2012,"105 E Jefferson Blvd, South Bend, In 46601",-86.2498234,41.6751684
Muffler Man,Automotive Repair & Svc,2012,"2302 S Michigan St, South Bend, In 46601",-86.24921049999999,41.65029450000001
Rozell Royal Ribs,Restaurant,2012,"313 Chapin St, South Bend, In 46601",-86.26158869999999,41.6728658
Dew Drop Inn,Restaurant,2012,"822 S Lafayette Blvd, South Bend, In 46601",-86.2530393,41.6652577
The Blarney Stone,Restaurant,2012,"113 E Wayne St, South Bend, In 46601",-86.2496271,41.6739352
Bruno's Pizza Dtsb,Restaurant,2012,"131 S Michigan St, South Bend, In 46601",-86.2505784,41.6751531
"Red's Worldwide, Llc",Precious Metal Dealers,2012,"1072 Lincoln Way E, South Bend, In 46601",-86.2362538,41.66319379999999
Main Street Coffee House Inc,Restaurant,2012,"102 N Main St, South Bend, In 46601",-86.2516177,41.6765846
"Red's Worldwide, Llc",Second Hand Dealers,2012,"1072 Lincoln Way E, South Bend, In 46601",-86.2362538,41.66319379999999
City Of South Bend/United Way,Open Air Vendors (Public/Private),2012,"227 W Jefferson Blvd, South Bend, In 46601",-86.253079,41.67540839999999
Cushing Manor Bed & Breakfast,Restaurant,2012,"508 W Washington St, South Bend, In 46601",-86.2565307,41.6761039
7-Eleven,Restaurant,2012,"333 S Logan St, South Bend, In 46601",-86.1968688,41.6732211
St Joseph Co Sheriff Posse,Charitable Solicitations,2012,"401 W Sample St, South Bend, In 46601",-86.25442799999999,41.6663529
Cj's Pub,Restaurant,2012,"236 S Michigan St, South Bend, In 46601",-86.24994459999999,41.6738677
Tom's Restaurant,Restaurant,2012,"131 S Lafayette Blvd, South Bend, In 46601",-86.2537272,41.6752853
Indoor Garage Sale,Second Hand Dealers,2012,"1201 W Western Ave, South Bend, In 46601",-86.2683122,41.672481
Tippecanoe Place Restaurant,Restaurant,2012,"620 W Washington St, South Bend, In 46601",-86.2578399,41.6757187
R.k. City Food Mart,Restaurant,2012,"301 N Lafayette Blvd, South Bend, In 46601",-86.2539884,41.679270699999996
"Mc Investments, Llc",Public Parking Facility,2012,"117 S William St, South Bend, In 46601",-86.2564009,41.6755304
College Football Hall Of Fame,Transient Merchant,2012,"111 S Saint Joseph St, South Bend, In 46601",-86.24927,41.6760621
Ampco System Parking,Public Parking Facility,2012,"211 N Lafayette Blvd, South Bend, In 46601",-86.25406799999999,41.6781374
"Mc Investments, Llc",Public Parking Facility,2012,"322 S Lafayette Blvd, South Bend, In 46601",-86.2530575,41.6728642
"Mc Investments, Llc",Public Parking Facility,2012,"123 N Main St, South Bend, In 46601",-86.25235479999999,41.6771629
Aids Assist Of North Indiana,Charitable Solicitations,2012,"201 S William St, South Bend, In 46601",-86.2564117,41.6745836
Hedman Ptl Tire,Automotive Repair & Svc,2012,"135 N Lafayette Blvd, South Bend, In 46601",-86.2540203,41.6774212
Expert Tire Store ,Automotive Repair & Svc,2012,"502 S Michigan St, South Bend, In 46601",-86.2498257,41.6706689
Firestone Complete Auto Care,Automotive Repair & Svc,2012,"4921 W Western Ave, South Bend, In 46601",-86.31719389999999,41.6723819
Professional Sports Catering,Restaurant,2012,"501 W South St, South Bend, In 46601",-86.2558959,41.6698617
Liberty Discount Outlet,Second Hand Dealers,2012,"1078 Lincoln Way E, South Bend, In 46601",-86.2353211,41.6629494
South Bend Chocolate Co,Restaurant,2012,"615 N Michigan St, South Bend, In 46601",-86.2519755,41.68369089999999
First Presbyterian Church,Restaurant,2012,"333 W Colfax Ave, South Bend, In 46601",-86.2554595,41.6779743
Studebaker National Museum Inc,Restaurant,2014,"201 Chapin St, South Bend, In 46601",-86.2619656,41.67476389999999
East Race Concession Trailer,Restaurant,2014,"121 S Niles Ave, South Bend, In 46601",-86.2445084,41.6754404
Peggs,Restaurant,2014,"127 S Michigan St, South Bend, In 46601",-86.2506844,41.6754615
Mindy's Downtown Grill,Restaurant,2014,"120 W Lasalle Ave, South Bend, In 46601",-86.2513705,41.6789232
Temple Beth-El,Restaurant,2015,"305 W Madison St, South Bend, In 46601",-86.2541899,41.6810434
"Corby's Lounge, Inc",Restaurant,2014,"441 E Lasalle Ave, South Bend, In 46601",-86.244548,41.679311
"Subway Of South Bend V, Inc",Restaurant,2014,"113 W Washington St, South Bend, In 46601",-86.2510716,41.6764964
Hope Ministries,Restaurant,2014,"432 S Lafayette Blvd, South Bend, In 46601",-86.25288060000001,41.6712413
El Paraiso,Restaurant,2014,"425 S Main St, South Bend, In 46601",-86.252521,41.6714773
The View Tavern,Restaurant,2015,"515 E Jefferson Blvd, South Bend, In 46601",-86.24349649999999,41.6752713
Victory Bar Inc,Restaurant,2015,"907 S Michigan St, South Bend, In 46601",-86.2503175,41.6648649
Taco Bell / Pizza Hut ,Restaurant,2015,"221 W Lasalle Ave, South Bend, In 46601",-86.2532179,41.6792817
Oliver Inn,Restaurant,2015,"630 W Washington St, South Bend, In 46601",-86.2585936,41.6759376
Saint Joseph County Jail,Restaurant,2015,"401 W Sample St, South Bend, In 46601",-86.25442799999999,41.6663529
Volcano Restaurant,Restaurant,2014,"3700 Lincoln Way W, South Bend, In 46601",-86.30094489999999,41.6928562
Long John Silver's ,Restaurant,2014,"4949 W Western Ave, South Bend, In 46601",-86.3175902,41.6724723
"Dainty Maid Bake Shop, Inc",Restaurant,2014,"231 S Michigan St, South Bend, In 46601",-86.2506786,41.6739111
Club Fever,Restaurant,2014,"222 S Michigan St, South Bend, In 46601",-86.24990489999999,41.6742164
Lasalle Grill,Restaurant,2014,"115 W Colfax Ave, South Bend, In 46601",-86.2513338,41.6778473
Army & Navy Union ,Restaurant,2014,"1121 W Western Ave, South Bend, In 46601",-86.2671024,41.67242239999999
Julio's Pizza,Restaurant,2014,"2509 S Michigan St, South Bend, In 46601",-86.2499644,41.6484517
Mc Donald's,Restaurant,2014,"416 N Michigan St, South Bend, In 46601",-86.2500239,41.68094680000001
Mc Donald's,Restaurant,2014,"5021 W Western Ave, South Bend, In 46601",-86.3185412,41.6725805
Bendix Family Restaurant,Restaurant,2014,"4920 W Western Ave, South Bend, In 46601",-86.3174317,41.6714562
The Salvation Army,Donation Boxes And Containers,2014,"510 S Main St, South Bend, In 46601",-86.25137269999999,41.6704146
Flamingo Inc.,Restaurant,2014,"425 S Main St, South Bend, In 46601",-86.252521,41.6714773
Y.w.c.a. Of St Joseph Co,Restaurant,2014,"1102 Fellows St, South Bend, In 46601",-86.24311949999999,41.6634568
South Bend Auto Sales And Serv,Automotive Repair & Svc,2014,"1902 S Michigan St, South Bend, In 46601",-86.24925019999999,41.6541468
The Creperie,Restaurant,2014,"121 S Niles Ave, South Bend, In 46601",-86.2445084,41.6754404
City Of South Bend/United Way,Charitable Solicitations,2014,"227 W Jefferson Blvd, South Bend, In 46601",-86.253079,41.67540839999999
Roy Saenz  -  Primerica,Peddler & Canvasser,2014,"113 W Monroe St, South Bend, In 46601",-86.250936,41.671183
Dieter Security Investigations,Peddler & Canvasser,2014,"110 N William St, South Bend, In 46601",-86.2557769,41.6768959
Shunette Brown,Peddler & Canvasser,2014,"1119 E Broadway St, South Bend, In 46601",-86.234051,41.66045769999999
South Bend Brew Werks,Restaurant,2014,"216 S Michigan St, South Bend, In 46601",-86.2500659,41.6744361
Saint Margaret's House,Restaurant,2014,"117 N Lafayette Blvd, South Bend, In 46601",-86.2538527,41.676775
Leeper Park Tennis Center,Restaurant,2014,"837 N Lafayette Blvd, South Bend, In 46601",-86.25474539999999,41.686271
Indiana Auto Parts,Scrap Metal /Junk Dealers,2014,"3300 S Main St, South Bend, In 46601",-86.25143899999999,41.640639
One Stop ,Restaurant,2014,"209 W Sample St, South Bend, In 46601",-86.25235099999999,41.665737
Episcopal Cathedral Of St Jame,Public Parking Facility,2014,"117 N Lafayette Blvd, South Bend, In 46601",-86.2538527,41.676775
Bicycle Tattooing Llc,Tattoo And Piercing,2014,"117 N Main St, South Bend, In 46601",-86.25235839999999,41.6769892
Leeds West Indiana,Automotive Repair & Svc,2014,"525 S Michigan St, South Bend, In 46601",-86.25069839999999,41.6700426
The Vibrance Center,Massage,2014,"328 N Michigan St, South Bend, In 46601",-86.24981079999999,41.6799877
South Bend Chocolate Co.,Restaurant,2014,"122 S Michigan St, South Bend, In 46601",-86.2498652,41.67557600000001
Cinco 5,Restaurant,2014,"112 W Colfax Ave, South Bend, In 46601",-86.25105549999999,41.6775589
Swolfies Pizza And Subs,Restaurant,2014,"301 S Michigan St, South Bend, In 46601",-86.25063209999999,41.6734712
Pauls Auto Yard,Automotive Repair & Svc,2014,"3300 S Main St, South Bend, In 46601",-86.25143899999999,41.640639
Yummy Cupcakes,Restaurant,2014,"119 S Michigan St, South Bend, In 46601",-86.2505668,41.6756365
Madison Oyster Bar,Restaurant,2014,"129 N Main St, South Bend, In 46601",-86.25234499999999,41.677387
Aids Assist Of North Indiana,Charitable Solicitations,2014,"201 S William St, South Bend, In 46601",-86.2564117,41.6745836
First Presbyterian Church,Restaurant,2014,"333 W Colfax Ave, South Bend, In 46601",-86.2554595,41.6779743
Rozell Royal Ribs,Restaurant,2014,"313 Chapin St, South Bend, In 46601",-86.26158869999999,41.6728658
The Blarney Stone,Restaurant,2014,"113 E Wayne St, South Bend, In 46601",-86.2496271,41.6739352
Liberty Discount Outlet,Second Hand Dealers,2014,"1078 Lincoln Way E, South Bend, In 46601",-86.2353211,41.6629494
Bruno's Pizza Dtsb,Restaurant,2014,"131 S Michigan St, South Bend, In 46601",-86.2505784,41.6751531
St Joseph Co Sheriff Posse,Charitable Solicitations,2014,"401 W Sample St, South Bend, In 46601",-86.25442799999999,41.6663529
Main Street Coffee House Inc,Restaurant,2014,"102 N Main St, South Bend, In 46601",-86.2516177,41.6765846
Cj's Pub,Restaurant,2014,"236 S Michigan St, South Bend, In 46601",-86.24994459999999,41.6738677
R.k. City Food Mart,Restaurant,2014,"301 N Lafayette Blvd, South Bend, In 46601",-86.2539884,41.679270699999996
Avanti Museum Group Llc,Hotel/Motel,2014,"818 Thomas St, South Bend, In 46601",-86.2624813,41.6741196
Cushing Manor Bed & Breakfast,Hotel/Motel,2014,"508 W Washington St, South Bend, In 46601",-86.2565307,41.6761039
"Hamilton Body Shop, Inc",Automotive Repair & Svc,2014,"910 S Lafayette Blvd, South Bend, In 46601",-86.2528718,41.6648502
The Exchange,Restaurant,2014,"112 W Jefferson Blvd, South Bend, In 46601",-86.25105549999999,41.6746816
"Hamilton Body Shop, Inc",Vehicle Removal,2014,"910 S Lafayette Blvd, South Bend, In 46601",-86.2528718,41.6648502
Innisfree Bed & Breakfast,Hotel/Motel,2014,"702 W Colfax Ave, South Bend, In 46601",-86.2596052,41.6774285
North Systems Technology,Second Hand Dealers,2014,"321 S Main St, South Bend, In 46601",-86.25242229999999,41.6728722
4tron Enterprise Inc.,Second Hand Dealers,2014,"301 S Lafayette Blvd, South Bend, In 46601",-86.2539122,41.6734525
Woochi Japanese Fusion & Bar,Restaurant,2014,"123 W Washington St, South Bend, In 46601",-86.25135519999999,41.67665849999999
Miami Auto Glass,Automotive Repair & Svc,2014,"918 S Michigan St, South Bend, In 46601",-86.24956759999999,41.6645808
Neighborhood Lawnmower Service,Second Hand Dealers,2014,"244 S Olive St, South Bend, In 46601",-86.2823512,41.6737904
Idle Hours Bookshop,Second Hand Dealers,2014,"212 S Michigan St, South Bend, In 46601",-86.2501302,41.6746236
"Smg F&B, Llc  (Dba Savor) @ Ce",Restaurant,2014,"120 S Saint Joseph St, South Bend, In 46601",-86.24801409999999,41.675853
Ciao's Lounge,Restaurant,2014,"119 N Michigan St, South Bend, In 46601",-86.25074459999999,41.6771509
Chicory Cafe,Restaurant,2014,"105 E Jefferson Blvd, South Bend, In 46601",-86.2498234,41.6751684
South Bend Parking Co,Public Parking Facility,2014,"119 W Wayne St, South Bend, In 46601",-86.251272,41.673815
David E Martin,Tattoo And Piercing,2014,"110 N William St, South Bend, In 46601",-86.2557769,41.6768959
Cambodian Thai Restaurant,Restaurant,2014,"235 S Michigan St, South Bend, In 46601",-86.25078669999999,41.673836
Babcock Services,Automotive Repair & Svc,2014,"101 N Lafayette Blvd, South Bend, In 46601",-86.25399159999999,41.6766435
Studebaker Catering,Restaurant,2014,"620 W Washington St, South Bend, In 46601",-86.2578399,41.6757187
Edible Arrangements,Restaurant,2014,"123 S Michigan St, South Bend, In 46601",-86.2505549,41.6755317
Miami Stop And Go,Restaurant,2014,"1914 Miami St, South Bend, In 46601",-86.2347357,41.6539943
"Spin Techs Inc, Dba Valet Laun",Self Service Laundry,2014,"234 Chapin St, South Bend, In 46601",-86.26121189999999,41.6736118
Memorial Hospital - Centennial,Public Parking Facility,2014,"621 Memorial Dr, South Bend, In 46601",-86.2532148,41.6837976
Memorial Hospital - Navarre,Public Parking Facility,2014,"100 W Navarre St, South Bend, In 46601",-86.2510716,41.682686
Kroc Corp. Community Center,Restaurant,2014,"900 W Western Ave, South Bend, In 46601",-86.2622829,41.6716634
Magnuson Grand Hotel,Hotel/Motel,2014,"213 W Washington St, South Bend, In 46601",-86.2525605,41.6764905
Cafe Navarre,Restaurant,2014,"101 N Michigan St, South Bend, In 46601",-86.25069839999999,41.6765752
South Bend Christ Temple Cogic,Restaurant,2014,"1212 S Michigan St, South Bend, In 46601",-86.2496997,41.66181419999999
Michiana Vesuvios,Restaurant,2014,"117 E Wayne St, South Bend, In 46601",-86.24994459999999,41.6738677
League Of Women Voters,Charitable Solicitations,2014,"702 E South St, South Bend, In 46601",-86.2419488,41.6693103
Muffler Man,Automotive Repair & Svc,2014,"2302 S Michigan St, South Bend, In 46601",-86.24921049999999,41.65029450000001
David E Martin,Tattoo And Piercing,2013,"110 N William St, South Bend, In 46601",-86.2557769,41.6768959
South Bend Gold & Silver Excha,Precious Metal Dealers,2013,"106 N Main St, South Bend, In 46601",-86.2517924,41.6767042
Cambodian Thai Restaurant,Restaurant,2013,"235 S Michigan St, South Bend, In 46601",-86.25078669999999,41.673836
Innisfree Bed & Breakfast,Hotel/Motel,2013,"702 W Colfax Ave, South Bend, In 46601",-86.2596052,41.6774285
Woochi Japanese Fusion & Bar,Restaurant,2013,"123 W Washington St, South Bend, In 46601",-86.25135519999999,41.67665849999999
"Smg F&B, Llc  (Dba Savor) @ Ce",Restaurant,2013,"120 S Saint Joseph St, South Bend, In 46601",-86.24801409999999,41.675853
Rozell Royal Ribs,Restaurant,2013,"313 Chapin St, South Bend, In 46601",-86.26158869999999,41.6728658
The Blarney Stone,Restaurant,2013,"113 E Wayne St, South Bend, In 46601",-86.2496271,41.6739352
Liberty Discount Outlet,Second Hand Dealers,2013,"1078 Lincoln Way E, South Bend, In 46601",-86.2353211,41.6629494
Hope Ministries,Charitable Solicitations,2013,"432 S Lafayette Blvd, South Bend, In 46601",-86.25288060000001,41.6712413
Edible Arrangements,Restaurant,2013,"123 S Michigan St, South Bend, In 46601",-86.2505549,41.6755317
Miami Auto Glass,Automotive Repair & Svc,2013,"918 S Michigan St, South Bend, In 46601",-86.24956759999999,41.6645808
"Carls, Amy",Taxi Services,2013,"1037 Laurel Ct, South Bend, In 46601",-86.2643549,41.6717127
Ciao's Lounge,Restaurant,2013,"119 N Michigan St, South Bend, In 46601",-86.25074459999999,41.6771509
Idle Hours Bookshop,Second Hand Dealers,2013,"212 S Michigan St, South Bend, In 46601",-86.2501302,41.6746236
S.b. Gold & Silver Exchange -,Precious Metal Dealers,2013,"106 N Main St, South Bend, In 46601",-86.2517924,41.6767042
The Downtown Soup Kitchen,Restaurant,2013,"333 N Main St, South Bend, In 46601",-86.2526029,41.6800587
Chicory Cafe,Restaurant,2013,"105 E Jefferson Blvd, South Bend, In 46601",-86.2498234,41.6751684
South Bend Parking Co,Public Parking Facility,2013,"119 W Wayne St, South Bend, In 46601",-86.251272,41.673815
Miami Stop And Go,Restaurant,2013,"1914 Miami St, South Bend, In 46601",-86.2347357,41.6539943
Madison Oyster Bar,Restaurant,2013,"129 N Main St, South Bend, In 46601",-86.25234499999999,41.677387
"Tugara, Paul M",Taxi Services,2013,"502 Wenger St, South Bend, In 46601",-86.2444088,41.6625307
South Bend Christ Temple Cogic,Charitable Solicitations,2013,"1212 S Michigan St, South Bend, In 46601",-86.2496997,41.66181419999999
Muffler Man,Automotive Repair & Svc,2013,"2302 S Michigan St, South Bend, In 46601",-86.24921049999999,41.65029450000001
Bruno's Pizza Dtsb,Restaurant,2013,"131 S Michigan St, South Bend, In 46601",-86.2505784,41.6751531
St Joseph Co Sheriff Posse,Charitable Solicitations,2013,"401 W Sample St, South Bend, In 46601",-86.25442799999999,41.6663529
Main Street Coffee House Inc,Restaurant,2013,"102 N Main St, South Bend, In 46601",-86.2516177,41.6765846
Cj's Pub,Restaurant,2013,"236 S Michigan St, South Bend, In 46601",-86.24994459999999,41.6738677
R.k. City Food Mart,Restaurant,2013,"301 N Lafayette Blvd, South Bend, In 46601",-86.2539884,41.679270699999996
Aids Assist Of North Indiana,Charitable Solicitations,2013,"201 S William St, South Bend, In 46601",-86.2564117,41.6745836
